suffrage_id,voter_id,fecha_eleccion,voto_registrado,mesa_voto,puesto_voto,zona_voto,municipio_voto,circunscripcion_voto,hora_checkin,metodo_checkin,operador_checkin
SUF-0001872,V001401,2026-06-03,1,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:35:51,electronico,USR-0017
SUF-0001873,V001726,2026-06-03,1,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,09:46:57,electronico,USR-0006
SUF-0001874,V000360,2026-06-03,1,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,12:22:24,electronico,USR-0011
SUF-0001875,V002868,2026-06-03,1,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,14:46:54,electronico,USR-0016
SUF-0001876,V002796,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,08:33:44,electronico,USR-0015
SUF-0001877,V001387,2026-06-03,1,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-04,11:57:39,manual,USR-0014
SUF-0001878,V002417,2026-06-03,1,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,12:02:17,manual,USR-0007
SUF-0001879,V004605,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,10:52:39,electronico,USR-0003
SUF-0001880,V000177,2026-06-03,1,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,14:46:46,manual,USR-0021
SUF-0001881,V003168,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,11:56:49,electronico,USR-0025
SUF-0001882,V003647,2026-06-03,1,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,13:32:42,electronico,USR-0009
SUF-0001883,V004090,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,10:43:13,manual,USR-0020
SUF-0001884,V004668,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,08:36:48,electronico,USR-0010
SUF-0001885,V000907,2026-06-03,1,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,08:08:53,manual,USR-0015
SUF-0001886,V004342,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,12:06:05,electronico,USR-0021
SUF-0001887,V002816,2026-06-03,1,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,08:15:29,electronico,USR-0010
SUF-0001888,V003037,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,09:55:20,manual,USR-0024
SUF-0001889,V000171,2026-06-03,1,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,08:47:20,electronico,USR-0017
SUF-0001890,V001662,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,14:07:02,electronico,USR-0010
SUF-0001891,V000543,2026-06-03,1,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,13:53:06,manual,USR-0020
SUF-0001892,V004557,2026-06-03,1,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,15:05:36,electronico,USR-0020
SUF-0001893,V002790,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,10:01:29,electronico,USR-0025
SUF-0001894,V001290,2026-06-03,1,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,08:17:51,manual,USR-0015
SUF-0001895,V004901,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,13:04:12,electronico,USR-0005
SUF-0001896,V001750,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,08:16:27,manual,USR-0023
SUF-0001897,V003132,2026-06-03,1,MESA-008,PUESTO-008,ZONA-08,MUN-03,CIRC-03,08:17:03,electronico,USR-0023
SUF-0001898,V001642,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,11:53:46,electronico,USR-0019
SUF-0001899,V004581,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,10:51:17,electronico,USR-0021
SUF-0001900,V004995,2026-06-03,1,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,10:05:31,electronico,USR-0019
SUF-0001901,V002666,2026-06-03,1,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,11:33:17,electronico,USR-0013
SUF-0001902,V004462,2026-06-03,1,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,14:50:29,electronico,USR-0015
SUF-0001903,V002486,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,06:15:00,manual,USR-0021
SUF-0001904,V003589,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,10:09:42,manual,USR-0025
SUF-0001905,V002105,2026-06-03,1,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,13:18:12,manual,USR-0010
SUF-0001906,V003911,2026-06-03,1,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-05,08:27:34,manual,USR-0008
SUF-0001907,V000799,2026-06-03,1,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,14:06:36,electronico,USR-0025
SUF-0001908,V000120,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,15:24:50,manual,USR-0011
SUF-0001909,V001220,2026-06-03,1,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,15:34:40,electronico,USR-0021
SUF-0001910,V002578,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,10:37:07,electronico,USR-0015
SUF-0001911,V002067,2026-06-03,1,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,11:45:02,electronico,USR-0015
SUF-0001912,V001772,2026-06-03,1,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,08:34:24,electronico,USR-0005
SUF-0001913,V004223,2026-06-03,1,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,08:16:56,electronico,USR-0004
SUF-0001914,V000133,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,09:34:50,electronico,USR-0010
SUF-0001915,V003088,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,15:58:21,electronico,USR-0022
SUF-0001916,V004549,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,15:04:55,manual,USR-0023
SUF-0001917,V000559,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,13:42:33,electronico,USR-0017
SUF-0001918,V004855,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,11:19:34,manual,USR-0023
SUF-0001919,V000964,2026-06-03,1,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,08:37:32,electronico,USR-0011
SUF-0001920,V001196,2026-06-03,1,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,08:33:10,electronico,USR-0003
SUF-0001921,V002445,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,13:08:31,electronico,USR-0016
SUF-0001922,V003435,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,13:09:17,electronico,USR-0025
SUF-0001923,V001605,2026-06-03,1,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:11:53,electronico,USR-0014
SUF-0001924,V002332,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,13:52:21,electronico,USR-0012
SUF-0001925,V003291,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,08:26:27,electronico,USR-0015
SUF-0001926,V002464,2026-06-03,1,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,14:27:11,manual,USR-0010
SUF-0001927,V004690,2026-06-03,1,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,14:01:03,manual,USR-0022
SUF-0001928,V003640,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,15:44:22,electronico,USR-0023
SUF-0001929,V004479,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,11:53:47,electronico,USR-0022
SUF-0001930,V003255,2026-06-03,1,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,11:36:15,electronico,USR-0004
SUF-0001931,V002297,2026-06-03,1,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,12:39:05,electronico,USR-0022
SUF-0001932,V001963,2026-06-03,1,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,15:42:11,electronico,USR-0005
SUF-0001933,V001784,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,08:34:24,manual,USR-0006
SUF-0001934,V002145,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,08:33:36,electronico,USR-0003
SUF-0001935,V003218,2026-06-03,1,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,12:17:44,electronico,USR-0010
SUF-0001936,V000098,2026-06-03,1,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,13:05:11,electronico,USR-0003
SUF-0001937,V002880,2026-06-03,1,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,07:06:00,manual,USR-0007
SUF-0001938,V004112,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,13:07:43,electronico,USR-0012
SUF-0001939,V002623,2026-06-03,1,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,15:40:29,electronico,USR-0011
SUF-0001940,V004850,2026-06-03,1,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,13:19:07,electronico,USR-0011
SUF-0001941,V004818,2026-06-03,1,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,15:29:53,manual,USR-0020
SUF-0001942,V001935,2026-06-03,1,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,12:37:21,electronico,USR-0009
SUF-0001943,V001871,2026-06-03,1,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,13:52:05,electronico,USR-0010
SUF-0001944,V000727,2026-06-03,1,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-05,13:55:15,manual,USR-0006
SUF-0001945,V001542,2026-06-03,1,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,12:09:43,manual,USR-0020
SUF-0001946,V002263,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,16:29:00,electronico,USR-0010
SUF-0001947,V004948,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,12:39:21,electronico,USR-0013
SUF-0001948,V000178,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,14:16:30,manual,USR-0014
SUF-0001949,V002802,2026-06-03,1,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,08:56:51,manual,USR-0020
SUF-0001950,V002389,2026-06-03,1,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:58:11,manual,USR-0011
SUF-0001951,V003384,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,10:34:57,electronico,USR-0016
SUF-0001952,V001732,2026-06-03,1,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,17:33:00,electronico,USR-0012
SUF-0001953,V000440,2026-06-03,1,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,11:44:28,electronico,USR-0011
SUF-0001954,V001438,2026-06-03,1,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:08:27,electronico,USR-0007
SUF-0001955,V003560,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,14:47:43,manual,USR-0020
SUF-0001956,V004001,2026-06-03,1,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,12:48:00,electronico,USR-0014
SUF-0001957,V000509,2026-06-03,1,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,14:54:11,manual,USR-0017
SUF-0001958,V003736,2026-06-03,1,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-02,08:50:48,electronico,USR-0010
SUF-0001959,V004835,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,10:51:42,manual,USR-0005
SUF-0001960,V004027,2026-06-03,1,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:35:31,manual,USR-0025
SUF-0001961,V004563,2026-06-03,1,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,11:49:35,electronico,USR-0012
SUF-0001962,V001694,2026-06-03,1,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,08:44:25,electronico,USR-0012
SUF-0001963,V003859,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,11:13:19,manual,USR-0021
SUF-0001964,V002966,2026-06-03,1,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,12:11:15,electronico,USR-0007
SUF-0001965,V004444,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,13:07:39,manual,USR-0017
SUF-0001966,V004670,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,14:52:38,electronico,USR-0021
SUF-0001967,V000395,2026-06-03,1,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,12:07:41,electronico,USR-0008
SUF-0001968,V003201,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,10:31:17,electronico,USR-0023
SUF-0001969,V003303,2026-06-03,1,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,08:16:34,electronico,USR-0006
SUF-0001970,V002347,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,14:04:34,electronico,USR-0013
SUF-0001971,V000616,2026-06-03,1,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,15:12:10,electronico,USR-0020
SUF-0001972,V002287,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,14:06:59,manual,USR-0014
SUF-0001973,V003359,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,10:12:00,manual,USR-0010
SUF-0001974,V003036,2026-06-03,1,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,12:36:52,manual,USR-0025
SUF-0001975,V000316,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,09:49:45,manual,USR-0007
SUF-0001976,V000519,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-03,14:07:51,electronico,USR-0010
SUF-0001977,V003404,2026-06-03,1,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,13:17:03,electronico,USR-0004
SUF-0001978,V001014,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,12:58:52,manual,USR-0019
SUF-0001979,V004334,2026-06-03,1,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,13:31:12,manual,USR-0010
SUF-0001980,V003181,2026-06-03,1,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,11:07:27,electronico,USR-0024
SUF-0001981,V004177,2026-06-03,1,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,08:50:09,electronico,USR-0025
SUF-0001982,V000388,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,18:42:00,electronico,USR-0008
SUF-0001983,V004562,2026-06-03,1,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,14:44:55,manual,USR-0006
SUF-0001984,V000076,2026-06-03,1,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,09:25:52,electronico,USR-0010
SUF-0001985,V003897,2026-06-03,1,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,09:49:48,electronico,USR-0021
SUF-0001986,V004876,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,12:31:50,manual,USR-0013
SUF-0001987,V002835,2026-06-03,1,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,13:51:57,manual,USR-0023
SUF-0001988,V002350,2026-06-03,1,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,10:07:37,electronico,USR-0009
SUF-0001989,V000301,2026-06-03,1,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,10:57:58,electronico,USR-0010
SUF-0001990,V000985,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,12:36:32,electronico,USR-0013
SUF-0001991,V004096,2026-06-03,1,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,08:53:26,electronico,USR-0010
SUF-0001992,V002596,2026-06-03,1,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,12:37:36,manual,USR-0016
SUF-0001993,V001286,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,07:58:00,manual,USR-0011
SUF-0001994,V000313,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:47:45,electronico,USR-0019
SUF-0001995,V002221,2026-06-03,1,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,11:55:28,manual,USR-0022
SUF-0001996,V001443,2026-06-03,1,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,12:03:54,electronico,USR-0009
SUF-0001997,V003024,2026-06-03,1,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,10:16:40,manual,USR-0004
SUF-0001998,V003475,2026-06-03,1,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,11:14:43,electronico,USR-0024
SUF-0001999,V002788,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,09:16:27,electronico,USR-0014
SUF-0002000,V002081,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,14:31:35,electronico,USR-0007
SUF-0002001,V003707,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,08:46:12,manual,USR-0005
SUF-0002002,V000242,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-03,08:08:18,electronico,USR-0024
SUF-0002003,V004301,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,08:30:54,electronico,USR-0016
SUF-0002004,V003377,2026-06-03,1,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,13:44:20,electronico,USR-0004
SUF-0002005,V003842,2026-06-03,1,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,15:41:19,electronico,USR-0017
SUF-0002006,V003076,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,12:46:52,electronico,USR-0010
SUF-0002007,V003602,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,13:01:10,manual,USR-0006
SUF-0002008,V004503,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,10:40:36,manual,USR-0006
SUF-0002009,V000105,2026-06-03,1,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,15:46:44,electronico,USR-0003
SUF-0002010,V003278,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,11:21:36,manual,USR-0011
SUF-0002011,V003770,2026-06-03,1,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,13:49:48,manual,USR-0015
SUF-0002012,V001893,2026-06-03,1,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,09:09:50,electronico,USR-0015
SUF-0002013,V004083,2026-06-03,1,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,13:22:33,electronico,USR-0010
SUF-0002014,V003963,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,13:47:19,manual,USR-0007
SUF-0002015,V000454,2026-06-03,1,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,13:05:27,manual,USR-0005
SUF-0002016,V004427,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,09:06:29,manual,USR-0008
SUF-0002017,V003107,2026-06-03,1,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,15:11:02,electronico,USR-0023
SUF-0002018,V004813,2026-06-03,1,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,10:52:23,manual,USR-0004
SUF-0002019,V001357,2026-06-03,1,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,10:53:02,electronico,USR-0017
SUF-0002020,V003661,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,10:59:45,electronico,USR-0007
SUF-0002021,V000145,2026-06-03,1,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,12:46:47,manual,USR-0024
SUF-0002022,V001241,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,12:28:29,electronico,USR-0012
SUF-0002023,V003023,2026-06-03,1,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,15:58:33,electronico,USR-0008
SUF-0002024,V001103,2026-06-03,1,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,13:49:39,manual,USR-0016
SUF-0002025,V000749,2026-06-03,1,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,15:30:48,manual,USR-0024
SUF-0002026,V000984,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,12:12:04,manual,USR-0017
SUF-0002027,V000925,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,08:07:43,manual,USR-0023
SUF-0002028,V003333,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,10:53:52,manual,USR-0005
SUF-0002029,V001903,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,14:43:28,electronico,USR-0023
SUF-0002030,V004173,2026-06-03,1,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,08:29:55,manual,USR-0015
SUF-0002031,V001648,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,12:46:18,electronico,USR-0023
SUF-0002032,V001777,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,15:59:39,electronico,USR-0008
SUF-0002033,V000522,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,12:24:49,electronico,USR-0024
SUF-0002034,V000372,2026-06-03,1,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,11:57:11,manual,USR-0021
SUF-0002035,V000808,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,15:41:22,electronico,USR-0006
SUF-0002036,V002691,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,08:01:48,manual,USR-0022
SUF-0002037,V003214,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,11:07:09,electronico,USR-0015
SUF-0002038,V004046,2026-06-03,1,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,18:22:00,electronico,USR-0021
SUF-0002039,V004086,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,06:32:00,electronico,USR-0005
SUF-0002040,V002946,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,10:24:43,manual,USR-0011
SUF-0002041,V001522,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,12:29:22,electronico,USR-0010
SUF-0002042,V004693,2026-06-03,1,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,12:57:24,manual,USR-0022
SUF-0002043,V000147,2026-06-03,1,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,09:48:45,electronico,USR-0007
SUF-0002044,V004656,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,15:03:39,manual,USR-0021
SUF-0002045,V003149,2026-06-03,1,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,13:58:30,manual,USR-0012
SUF-0002046,V004884,2026-06-03,1,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,13:29:44,electronico,USR-0023
SUF-0002047,V004440,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,13:07:15,manual,USR-0010
SUF-0002048,V004711,2026-06-03,1,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,11:00:16,manual,USR-0014
SUF-0002049,V001830,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,06:28:00,electronico,USR-0003
SUF-0002050,V004235,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,14:21:11,electronico,USR-0010
SUF-0002051,V000580,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,14:52:19,electronico,USR-0003
SUF-0002052,V004735,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,12:44:16,electronico,USR-0011
SUF-0002053,V000236,2026-06-03,1,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,08:17:45,electronico,USR-0017
SUF-0002054,V004167,2026-06-03,1,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,15:59:41,manual,USR-0009
SUF-0002055,V002147,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,09:43:35,electronico,USR-0007
SUF-0002056,V000457,2026-06-03,1,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,10:21:10,electronico,USR-0004
SUF-0002057,V001791,2026-06-03,1,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,14:43:26,manual,USR-0021
SUF-0002058,V004125,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,13:48:30,manual,USR-0009
SUF-0002059,V000154,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,10:21:55,manual,USR-0012
SUF-0002060,V004061,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-03,08:30:04,manual,USR-0007
SUF-0002061,V003611,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,12:14:33,electronico,USR-0022
SUF-0002062,V001793,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-03,08:42:18,manual,USR-0022
SUF-0002063,V003147,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,10:59:48,manual,USR-0003
SUF-0002064,V001959,2026-06-03,1,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,11:17:40,electronico,USR-0011
SUF-0002065,V000658,2026-06-03,1,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,09:32:09,electronico,USR-0024
SUF-0002066,V003569,2026-06-03,1,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,10:32:34,manual,USR-0007
SUF-0002067,V001369,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,09:10:02,electronico,USR-0004
SUF-0002068,V000490,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,15:15:29,electronico,USR-0016
