alerta_id,codigo_alerta,entidad_tipo,entidad_id,dataset_origen,severidad,descripcion
EXP-000503,CIR-02,voter_id,V004771,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000504,CIR-02,voter_id,V001142,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000505,CIR-02,voter_id,V000830,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000506,CIR-02,voter_id,V003138,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000507,CIR-02,voter_id,V001047,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000508,CIR-02,voter_id,V001965,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000509,CIR-02,voter_id,V003556,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000510,CIR-02,voter_id,V002336,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000511,CIR-02,voter_id,V003293,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000512,CIR-02,voter_id,V000407,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000513,CIR-02,voter_id,V001897,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000514,CIR-02,voter_id,V000762,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000515,CIR-02,voter_id,V001365,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000516,CIR-02,voter_id,V002219,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000517,CIR-02,voter_id,V003961,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000518,CIR-02,voter_id,V002842,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000519,CIR-02,voter_id,V003349,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000520,CIR-02,voter_id,V000495,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000521,CIR-02,voter_id,V001630,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000522,CIR-02,voter_id,V002303,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000523,CIR-02,voter_id,V003734,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000524,CIR-02,voter_id,V003593,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000525,CIR-02,voter_id,V002641,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000526,CIR-02,voter_id,V003111,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000527,CIR-02,voter_id,V003579,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000528,CIR-02,voter_id,V001387,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000529,CIR-02,voter_id,V004031,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000530,CIR-02,voter_id,V004764,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000531,CIR-02,voter_id,V003018,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000532,CIR-02,voter_id,V002360,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000533,CIR-02,voter_id,V001371,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000534,CIR-02,voter_id,V002399,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000535,CIR-02,voter_id,V004885,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000536,CIR-02,voter_id,V000110,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000537,CIR-02,voter_id,V000689,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000538,CIR-02,voter_id,V002554,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000539,CIR-02,voter_id,V002420,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000540,CIR-02,voter_id,V001310,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000541,CIR-02,voter_id,V001099,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000542,CIR-02,voter_id,V001778,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000543,CIR-02,voter_id,V002580,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000544,CIR-02,voter_id,V001739,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000545,CIR-02,voter_id,V004289,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000546,CIR-02,voter_id,V002194,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000547,CIR-02,voter_id,V000390,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000548,CIR-02,voter_id,V000400,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000549,CIR-02,voter_id,V000511,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000550,CIR-03,voter_id,V004872,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000551,CIR-03,voter_id,V002321,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000552,CIR-03,voter_id,V003387,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000553,CIR-03,voter_id,V002040,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000554,CIR-03,voter_id,V004711,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000555,CIR-03,voter_id,V003432,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000556,CIR-03,voter_id,V004075,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000557,CIR-03,voter_id,V002363,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000558,CIR-03,voter_id,V001494,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000559,CIR-03,voter_id,V001114,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000560,CIR-03,voter_id,V002731,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000561,CIR-03,voter_id,V000274,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000562,CIR-03,voter_id,V000592,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000563,CIR-03,voter_id,V001996,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000564,CIR-03,voter_id,V000937,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000565,CIR-03,voter_id,V001133,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000566,CIR-03,voter_id,V004544,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000567,CIR-03,voter_id,V000077,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000568,CIR-03,voter_id,V001802,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000569,CIR-03,voter_id,V002265,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000570,CIR-03,voter_id,V001149,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000571,CIR-03,voter_id,V001211,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000572,CIR-03,voter_id,V004563,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000573,CIR-03,voter_id,V004186,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000574,CIR-03,voter_id,V004772,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000575,CIR-03,voter_id,V003252,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000576,CIR-03,voter_id,V004901,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000577,CIR-03,voter_id,V001292,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000578,CIR-03,voter_id,V001202,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000579,CIR-03,voter_id,V003993,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000580,CIR-03,voter_id,V002891,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000581,CIR-03,voter_id,V000774,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000582,CIR-03,voter_id,V004722,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000583,CIR-03,voter_id,V001195,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000584,CIR-03,voter_id,V002877,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000585,CIR-03,voter_id,V000322,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000586,CIR-03,voter_id,V004621,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000587,CIR-03,voter_id,V003490,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000588,CIR-03,voter_id,V000640,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000589,CIR-03,voter_id,V002596,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000590,CIR-03,voter_id,V002778,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000591,CIR-03,voter_id,V000465,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000592,CIR-03,voter_id,V000057,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000593,CIR-03,voter_id,V000985,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000594,CIR-03,voter_id,V004423,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000595,CIR-03,voter_id,V003729,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000596,CIR-03,voter_id,V000364,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000597,CIR-03,voter_id,V004940,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000598,CIR-03,voter_id,V000793,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000599,CIR-03,voter_id,V003868,02_asignacion_mesas.csv,alta,Tipo de boleta autorizada no corresponde a circunscripción.
EXP-000600,SUF-01,voter_id,V000876,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000601,SUF-01,voter_id,V003831,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000602,SUF-01,voter_id,V001844,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000603,SUF-01,voter_id,V004882,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000604,SUF-01,voter_id,V001347,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000605,SUF-01,voter_id,V001670,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000606,SUF-01,voter_id,V003883,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000607,SUF-01,voter_id,V002863,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000608,SUF-01,voter_id,V004109,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000609,SUF-01,voter_id,V001659,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000610,SUF-01,voter_id,V002053,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000611,SUF-01,voter_id,V000884,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000612,SUF-01,voter_id,V004188,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000613,SUF-01,voter_id,V002133,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000614,SUF-01,voter_id,V001704,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000615,SUF-01,voter_id,V000786,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000616,SUF-01,voter_id,V002032,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000617,SUF-01,voter_id,V003904,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000618,SUF-01,voter_id,V002175,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000619,SUF-01,voter_id,V004492,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000620,SUF-01,voter_id,V002629,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000621,SUF-01,voter_id,V000421,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000622,SUF-01,voter_id,V002153,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000623,SUF-01,voter_id,V003627,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000624,SUF-01,voter_id,V000516,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000625,SUF-01,voter_id,V003632,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000626,SUF-01,voter_id,V000694,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000627,SUF-01,voter_id,V000519,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000628,SUF-01,voter_id,V004142,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000629,SUF-01,voter_id,V004452,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000630,SUF-01,voter_id,V003276,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000631,SUF-01,voter_id,V004639,03_registro_sufragio.csv,critica,Votante con más de un registro de sufragio.
EXP-000632,SUF-02,voter_id,V001994,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000633,SUF-02,voter_id,V001969,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000634,SUF-02,voter_id,V001965,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000635,SUF-02,voter_id,V001390,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000636,SUF-02,voter_id,V001497,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000637,SUF-02,voter_id,V004694,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000638,SUF-02,voter_id,V003259,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000639,SUF-02,voter_id,V000770,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000640,SUF-02,voter_id,V003706,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000641,SUF-02,voter_id,V002424,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000642,SUF-02,voter_id,V002704,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000643,SUF-02,voter_id,V002262,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000644,SUF-02,voter_id,V004040,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000645,SUF-02,voter_id,V001658,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000646,SUF-02,voter_id,V004282,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000647,SUF-02,voter_id,V001736,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000648,SUF-02,voter_id,V003674,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000649,SUF-02,voter_id,V000909,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000650,SUF-02,voter_id,V001650,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000651,SUF-02,voter_id,V001947,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000652,SUF-02,voter_id,V003672,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000653,SUF-02,voter_id,V004183,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000654,SUF-02,voter_id,V001489,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000655,SUF-02,voter_id,V001721,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000656,SUF-02,voter_id,V000054,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000657,SUF-02,voter_id,V002230,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000658,SUF-02,voter_id,V000916,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000659,SUF-02,voter_id,V003139,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000660,SUF-02,voter_id,V000246,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000661,SUF-02,voter_id,V003889,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000662,SUF-02,voter_id,V001137,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000663,SUF-02,voter_id,V000842,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000664,SUF-02,voter_id,V004714,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000665,SUF-02,voter_id,V001502,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000666,SUF-02,voter_id,V003360,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000667,SUF-02,voter_id,V002479,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000668,SUF-02,voter_id,V001459,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000669,SUF-02,voter_id,V002345,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000670,SUF-02,voter_id,V000481,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000671,SUF-02,voter_id,V003426,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000672,SUF-02,voter_id,V001911,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000673,SUF-02,voter_id,V003003,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000674,SUF-02,voter_id,V004867,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000675,SUF-02,voter_id,V001167,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000676,SUF-02,voter_id,V000657,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000677,SUF-02,voter_id,V000720,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000678,SUF-02,voter_id,V000344,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000679,SUF-02,voter_id,V002125,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000680,SUF-02,voter_id,V002951,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000681,SUF-02,voter_id,V001829,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000682,SUF-02,voter_id,V004751,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000683,SUF-02,voter_id,V001017,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000684,SUF-02,voter_id,V002588,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000685,SUF-02,voter_id,V002743,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000686,SUF-02,voter_id,V003327,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000687,SUF-02,voter_id,V004189,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000688,SUF-02,voter_id,V000502,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000689,SUF-02,voter_id,V002056,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000690,SUF-02,voter_id,V003254,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000691,SUF-02,voter_id,V004107,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000692,SUF-02,voter_id,V000822,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000693,SUF-02,voter_id,V003530,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000694,SUF-02,voter_id,V002893,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000695,SUF-02,voter_id,V004617,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000696,SUF-02,voter_id,V002197,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000697,SUF-02,voter_id,V003829,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000698,SUF-02,voter_id,V002436,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000699,SUF-02,voter_id,V004465,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000700,SUF-02,voter_id,V001865,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000701,SUF-02,voter_id,V003095,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000702,SUF-02,voter_id,V004588,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000703,SUF-02,voter_id,V000507,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000704,SUF-02,voter_id,V003871,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000705,SUF-02,voter_id,V001821,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000706,SUF-02,voter_id,V003473,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000707,SUF-02,voter_id,V000530,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000708,SUF-02,voter_id,V003614,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000709,SUF-02,voter_id,V000784,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000710,SUF-02,voter_id,V004623,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000711,SUF-02,voter_id,V003890,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000712,SUF-02,voter_id,V002829,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000713,SUF-02,voter_id,V000890,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000714,SUF-02,voter_id,V004034,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000715,SUF-02,voter_id,V004138,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000716,SUF-02,voter_id,V000486,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000717,SUF-02,voter_id,V004373,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000718,SUF-02,voter_id,V000045,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000719,SUF-02,voter_id,V000906,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000720,SUF-02,voter_id,V002808,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000721,SUF-02,voter_id,V003298,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000722,SUF-02,voter_id,V000190,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000723,SUF-02,voter_id,V000095,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000724,SUF-02,voter_id,V001451,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000725,SUF-02,voter_id,V004704,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000726,SUF-02,voter_id,V001163,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000727,SUF-02,voter_id,V004391,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000728,SUF-02,voter_id,V001825,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000729,SUF-02,voter_id,V000647,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000730,SUF-02,voter_id,V002499,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000731,SUF-02,voter_id,V002652,03_registro_sufragio.csv,critica,Check-in registrado para persona no habilitada.
EXP-000732,CIR-02,voter_id,V000414,03_registro_sufragio.csv,critica,Voto registrado en circunscripción no autorizada.
EXP-000733,CIR-02,voter_id,V000150,03_registro_sufragio.csv,critica,Voto registrado en circunscripción no autorizada.
EXP-000734,CIR-02,voter_id,V004620,03_registro_sufragio.csv,critica,Voto registrado en circunscripción no autorizada.
EXP-000735,CIR-01,voter_id,V002482,03_registro_sufragio.csv,alta,Voto registrado en mesa distinta de la asignada.
EXP-000736,CIR-01,voter_id,V000661,03_registro_sufragio.csv,alta,Voto registrado en mesa distinta de la asignada.
EXP-000737,CIR-02,voter_id,V002013,03_registro_sufragio.csv,critica,Voto registrado en circunscripción no autorizada.
EXP-000738,CIR-02,voter_id,V000540,03_registro_sufragio.csv,critica,Voto registrado en circunscripción no autorizada.
EXP-000739,CIR-01,voter_id,V001885,03_registro_sufragio.csv,alta,Voto registrado en mesa distinta de la asignada.
EXP-000740,CIR-01,voter_id,V001283,03_registro_sufragio.csv,alta,Voto registrado en mesa distinta de la asignada.
EXP-000741,CIR-01,voter_id,V002810,03_registro_sufragio.csv,alta,Voto registrado en mesa distinta de la asignada.
EXP-000742,CIR-02,voter_id,V003911,03_registro_sufragio.csv,critica,Voto registrado en circunscripción no autorizada.
EXP-000743,CIR-02,voter_id,V002358,03_registro_sufragio.csv,critica,Voto registrado en circunscripción no autorizada.
EXP-000744,CIR-01,voter_id,V000384,03_registro_sufragio.csv,alta,Voto registrado en mesa distinta de la asignada.
EXP-000745,CIR-01,voter_id,V000454,03_registro_sufragio.csv,alta,Voto registrado en mesa distinta de la asignada.
EXP-000746,CIR-01,voter_id,V002982,03_registro_sufragio.csv,alta,Voto registrado en mesa distinta de la asignada.
