voter_id,mesa_asignada,puesto_asignado,zona_asignada,municipio_asignado,circunscripcion_autorizada,tipo_boleta_autorizada,puede_votar_en_otro_puesto,justificacion_excepcion
V002762,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002763,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002764,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002765,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002766,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002767,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002768,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002769,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002770,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002771,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002772,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002773,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002774,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002775,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002776,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-03,municipal,0,inconsistencia_simulada_mesa
V002777,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002778,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,especial,0,
V002779,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002780,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002781,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002782,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002783,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002784,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002785,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002786,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002787,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002788,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002789,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002790,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V002791,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002792,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002793,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V002794,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002795,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002796,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002797,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002798,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002799,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002800,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002801,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002802,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002803,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002804,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002805,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002806,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002807,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002808,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002809,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002810,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002811,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002812,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V002813,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002814,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002815,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002816,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002817,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V002818,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002819,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002820,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002821,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002822,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002823,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002824,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002825,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002826,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V002827,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002828,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002829,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002830,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002831,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002832,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002833,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002834,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002835,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002836,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002837,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002838,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V002839,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002840,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002841,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002842,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-05,municipal,0,
V002843,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002844,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002845,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002846,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002847,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002848,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002849,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002850,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002851,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002852,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002853,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002854,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002855,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V002856,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V002857,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V002858,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002859,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002860,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V002861,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002862,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002863,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002864,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002865,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002866,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002867,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002868,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002869,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002870,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V002871,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V002872,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002873,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-03,municipal,0,inconsistencia_simulada_mesa
V002874,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002875,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002876,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002877,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,municipal,0,
V002878,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-03,municipal,0,inconsistencia_simulada_mesa
V002879,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002880,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002881,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002882,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002883,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002884,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002885,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002886,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002887,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002888,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002889,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002890,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002891,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,especial,0,
V002892,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002893,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002894,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002895,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V002896,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002897,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002898,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002899,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002900,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002901,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002902,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002903,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002904,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002905,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,inconsistencia_simulada_mesa
V002906,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002907,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002908,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002909,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002910,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002911,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002912,MESA-005,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002913,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002914,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002915,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002916,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002917,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002918,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002919,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002920,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002921,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002922,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002923,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002924,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002925,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V002926,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002927,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002928,MESA-008,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002929,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V002930,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002931,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002932,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002933,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002934,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002935,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002936,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002937,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002938,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002939,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002940,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002941,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002942,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002943,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002944,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002945,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002946,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002947,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002948,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002949,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002950,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002951,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002952,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002953,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002954,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002955,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002956,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002957,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V002958,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002959,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V002960,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002961,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002962,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V002963,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002964,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002965,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002966,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002967,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002968,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002969,MESA-008,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002970,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002971,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V002972,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002973,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002974,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002975,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002976,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002977,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002978,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002979,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V002980,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002981,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002982,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V002983,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002984,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V002985,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002986,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V002987,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002988,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-03,municipal,0,inconsistencia_simulada_mesa
V002989,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002990,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V002991,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002992,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002993,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V002994,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V002995,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V002996,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V002997,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V002998,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V002999,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003000,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003001,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003002,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-01,municipal,0,
V003003,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003004,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003005,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003006,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003007,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003008,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003009,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003010,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003011,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003012,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003013,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003014,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003015,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003016,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003017,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003018,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-02,especial,0,
V003019,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003020,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003021,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003022,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003023,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003024,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003025,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003026,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003027,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003028,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003029,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003030,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003031,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003032,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003033,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003034,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003035,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003036,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003037,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003038,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003039,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003040,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003041,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003042,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003043,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003044,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003045,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003046,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003047,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003048,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003049,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003050,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003051,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003052,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003053,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003054,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003055,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003056,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003057,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003058,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003059,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-04,nacional,0,inconsistencia_simulada_mesa
V003060,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003061,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003062,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003063,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003064,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003065,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003066,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003067,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003068,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003069,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
