ballot_id,mesa_id,voter_id,marca_simulada,clasificacion_objetiva,clasificacion_jurado,clasificacion_auditoria,usuario_clasificador
BAL-0001700,MESA-053,V002278,candidato_A,valido,valido,valido,USR-0034
BAL-0001701,MESA-058,V003062,candidato_C,valido,valido,valido,USR-0034
BAL-0001702,MESA-073,V002800,candidato_C,valido,valido,valido,USR-0028
BAL-0001703,MESA-014,V001999,candidato_A,valido,valido,valido,USR-0032
BAL-0001704,MESA-013,V004831,candidato_B,valido,valido,valido,USR-0033
BAL-0001705,MESA-068,V000351,candidato_A,valido,valido,valido,USR-0034
BAL-0001706,MESA-010,V002128,candidato_B,valido,valido,valido,USR-0032
BAL-0001707,MESA-050,V000861,candidato_A,valido,valido,valido,USR-0033
BAL-0001708,MESA-010,V002592,candidato_A,valido,valido,valido,USR-0029
BAL-0001709,MESA-070,V002492,sin_marca,invalido,invalido,invalido,USR-0030
BAL-0001710,MESA-073,V002700,candidato_A,valido,valido,valido,USR-0031
BAL-0001711,MESA-077,V004255,candidato_A,valido,valido,valido,USR-0032
BAL-0001712,MESA-023,V004365,candidato_A,valido,valido,valido,USR-0029
BAL-0001713,MESA-014,V000699,blanco,blanco,blanco,blanco,USR-0029
BAL-0001714,MESA-070,V002955,blanco,blanco,blanco,blanco,USR-0034
BAL-0001715,MESA-048,V002675,candidato_B,valido,valido,valido,USR-0028
BAL-0001716,MESA-028,V000865,candidato_C,valido,valido,valido,USR-0034
BAL-0001717,MESA-017,V003983,candidato_B,valido,valido,valido,USR-0034
BAL-0001718,MESA-075,V002552,candidato_A,valido,valido,valido,USR-0033
BAL-0001719,MESA-072,V000211,candidato_B,valido,valido,valido,USR-0034
BAL-0001720,MESA-055,V002524,candidato_B,valido,valido,valido,USR-0034
BAL-0001721,MESA-078,V000244,candidato_B,valido,valido,valido,USR-0032
BAL-0001722,MESA-067,V000476,candidato_A,valido,valido,valido,USR-0034
BAL-0001723,MESA-010,V002490,candidato_A,valido,valido,valido,USR-0029
BAL-0001724,MESA-075,V003625,candidato_A,valido,valido,valido,USR-0028
BAL-0001725,MESA-024,V002831,candidato_A,valido,valido,valido,USR-0030
BAL-0001726,MESA-063,V002238,candidato_A,valido,valido,valido,USR-0035
BAL-0001727,MESA-010,V003995,candidato_A,valido,valido,valido,USR-0034
BAL-0001728,MESA-076,V003101,candidato_C,valido,valido,valido,USR-0029
BAL-0001729,MESA-026,V000473,candidato_A,valido,valido,valido,USR-0031
BAL-0001730,MESA-066,V002209,candidato_B,valido,valido,valido,USR-0035
BAL-0001731,MESA-007,V004486,candidato_B,valido,valido,valido,USR-0030
BAL-0001732,MESA-012,V000918,candidato_B,valido,valido,valido,USR-0035
BAL-0001733,MESA-008,V003923,candidato_C,valido,valido,valido,USR-0031
BAL-0001734,MESA-048,V003447,blanco,blanco,blanco,blanco,USR-0030
BAL-0001735,MESA-021,V001594,candidato_B,valido,invalido,valido,USR-0030
BAL-0001736,MESA-041,V000859,candidato_C,valido,valido,valido,USR-0029
BAL-0001737,MESA-060,V004103,candidato_B,valido,valido,valido,USR-0029
BAL-0001738,MESA-061,V004000,candidato_A,valido,valido,valido,USR-0031
BAL-0001739,MESA-031,V001457,candidato_A,valido,valido,valido,USR-0029
BAL-0001740,MESA-025,V002525,candidato_B,valido,valido,valido,USR-0035
BAL-0001741,MESA-018,V001632,candidato_B,valido,valido,valido,USR-0035
BAL-0001742,MESA-036,V001054,candidato_B,valido,valido,valido,USR-0031
BAL-0001743,MESA-067,V001884,candidato_C,valido,invalido,valido,USR-0030
BAL-0001744,MESA-019,V002087,candidato_B,valido,valido,valido,USR-0032
BAL-0001745,MESA-031,V003326,candidato_B,valido,valido,valido,USR-0031
BAL-0001746,MESA-066,V004095,candidato_A,valido,invalido,valido,USR-0030
BAL-0001747,MESA-011,V003248,candidato_B,valido,valido,valido,USR-0028
BAL-0001748,MESA-070,V002676,candidato_A,valido,valido,valido,USR-0032
BAL-0001749,MESA-028,V004569,candidato_A,valido,valido,valido,USR-0035
BAL-0001750,MESA-007,V004382,multiple_marca,nulo,nulo,nulo,USR-0032
BAL-0001751,MESA-033,V003782,blanco,blanco,blanco,blanco,USR-0035
BAL-0001752,MESA-046,V004078,candidato_B,valido,valido,valido,USR-0034
BAL-0001753,MESA-049,V002865,candidato_A,valido,valido,valido,USR-0032
BAL-0001754,MESA-018,V003242,candidato_B,valido,valido,valido,USR-0033
BAL-0001755,MESA-056,V004859,candidato_A,valido,valido,valido,USR-0029
BAL-0001756,MESA-041,V002696,candidato_A,valido,valido,valido,USR-0028
BAL-0001757,MESA-030,V002478,candidato_A,valido,valido,valido,USR-0035
BAL-0001758,MESA-025,V001943,candidato_B,valido,valido,valido,USR-0034
BAL-0001759,MESA-078,V002599,blanco,blanco,blanco,blanco,USR-0035
BAL-0001760,MESA-076,V000504,candidato_A,valido,invalido,valido,USR-0030
BAL-0001761,MESA-073,V004337,candidato_B,valido,valido,valido,USR-0033
BAL-0001762,MESA-012,V002356,candidato_A,valido,valido,valido,USR-0033
BAL-0001763,MESA-070,V002934,candidato_B,valido,valido,valido,USR-0032
BAL-0001764,MESA-075,V002749,candidato_A,valido,valido,valido,USR-0035
BAL-0001765,MESA-044,V002465,candidato_A,valido,invalido,valido,USR-0029
BAL-0001766,MESA-040,V001897,candidato_A,valido,valido,valido,USR-0035
BAL-0001767,MESA-021,V000355,candidato_C,valido,valido,valido,USR-0034
BAL-0001768,MESA-075,V004049,candidato_A,valido,invalido,valido,USR-0030
BAL-0001769,MESA-064,V004245,blanco,blanco,blanco,blanco,USR-0033
BAL-0001770,MESA-007,V002202,candidato_B,valido,valido,valido,USR-0034
BAL-0001771,MESA-071,V002688,candidato_B,valido,valido,valido,USR-0033
BAL-0001772,MESA-022,V004154,candidato_B,valido,invalido,valido,USR-0030
BAL-0001773,MESA-064,V003523,candidato_A,valido,valido,valido,USR-0029
BAL-0001774,MESA-033,V004492,candidato_A,valido,valido,valido,USR-0028
BAL-0001775,MESA-009,V004601,candidato_A,valido,valido,valido,USR-0035
BAL-0001776,MESA-013,V001285,candidato_B,valido,valido,valido,USR-0031
BAL-0001777,MESA-025,V003555,candidato_A,valido,valido,valido,USR-0032
BAL-0001778,MESA-066,V001908,candidato_A,valido,valido,valido,USR-0035
BAL-0001779,MESA-054,V002432,candidato_A,valido,valido,valido,USR-0032
BAL-0001780,MESA-017,V003704,blanco,blanco,blanco,blanco,USR-0032
BAL-0001781,MESA-054,V004769,candidato_C,valido,valido,valido,USR-0033
BAL-0001782,MESA-020,V000365,candidato_B,valido,valido,valido,USR-0032
BAL-0001783,MESA-051,V000165,candidato_B,valido,valido,valido,USR-0029
BAL-0001784,MESA-016,V002029,candidato_B,valido,valido,valido,USR-0030
BAL-0001785,MESA-031,V003605,candidato_B,valido,valido,valido,USR-0032
BAL-0001786,MESA-058,V001921,candidato_A,valido,valido,valido,USR-0034
BAL-0001787,MESA-014,V003901,candidato_B,valido,valido,valido,USR-0032
BAL-0001788,MESA-062,V002872,blanco,blanco,blanco,blanco,USR-0030
BAL-0001789,MESA-030,V001574,candidato_C,valido,valido,valido,USR-0035
BAL-0001790,MESA-057,V002178,candidato_C,valido,valido,valido,USR-0030
BAL-0001791,MESA-080,V000661,candidato_B,valido,invalido,valido,USR-0030
BAL-0001792,MESA-056,V004519,candidato_A,valido,valido,valido,USR-0032
BAL-0001793,MESA-017,V004678,candidato_B,valido,valido,valido,USR-0029
BAL-0001794,MESA-051,V003390,candidato_A,valido,valido,valido,USR-0031
BAL-0001795,MESA-023,V001776,candidato_C,valido,valido,valido,USR-0031
BAL-0001796,MESA-021,V004481,candidato_A,valido,valido,valido,USR-0032
BAL-0001797,MESA-042,V002987,candidato_A,valido,valido,valido,USR-0035
BAL-0001798,MESA-010,V001236,candidato_B,valido,valido,valido,USR-0035
BAL-0001799,MESA-049,V000983,candidato_B,valido,valido,valido,USR-0033
BAL-0001800,MESA-013,V002136,candidato_A,valido,valido,valido,USR-0034
BAL-0001801,MESA-080,V003635,candidato_C,valido,valido,valido,USR-0029
BAL-0001802,MESA-044,V004179,candidato_B,valido,valido,valido,USR-0029
BAL-0001803,MESA-074,V004635,candidato_C,valido,valido,valido,USR-0034
BAL-0001804,MESA-008,V003433,candidato_B,valido,valido,valido,USR-0028
BAL-0001805,MESA-016,V003018,candidato_A,valido,valido,valido,USR-0034
BAL-0001806,MESA-063,V002534,candidato_A,valido,valido,valido,USR-0033
BAL-0001807,MESA-002,V003564,blanco,blanco,blanco,blanco,USR-0032
BAL-0001808,MESA-045,V000077,candidato_A,valido,valido,valido,USR-0034
BAL-0001809,MESA-006,V000671,candidato_A,valido,valido,valido,USR-0028
BAL-0001810,MESA-064,V004886,candidato_B,valido,valido,valido,USR-0029
BAL-0001811,MESA-037,V004746,candidato_A,valido,valido,valido,USR-0030
BAL-0001812,MESA-025,V000184,candidato_A,valido,valido,valido,USR-0032
BAL-0001813,MESA-050,V002669,blanco,blanco,blanco,blanco,USR-0032
BAL-0001814,MESA-009,V002076,candidato_A,valido,invalido,valido,USR-0028
BAL-0001815,MESA-073,V003918,candidato_B,valido,valido,valido,USR-0033
BAL-0001816,MESA-054,V002252,candidato_B,valido,valido,valido,USR-0033
BAL-0001817,MESA-035,V000056,candidato_B,valido,valido,valido,USR-0034
BAL-0001818,MESA-071,V004570,candidato_C,valido,valido,valido,USR-0034
BAL-0001819,MESA-019,V002222,candidato_B,valido,valido,valido,USR-0028
BAL-0001820,MESA-066,V004388,candidato_C,valido,valido,valido,USR-0031
BAL-0001821,MESA-058,V000897,marca_ambigua,invalido,valido,invalido,USR-0034
BAL-0001822,MESA-068,V001841,candidato_C,valido,valido,valido,USR-0031
BAL-0001823,MESA-075,V001383,candidato_B,valido,valido,valido,USR-0031
BAL-0001824,MESA-061,V003748,candidato_B,valido,valido,valido,USR-0033
BAL-0001825,MESA-024,V002750,blanco,blanco,blanco,blanco,USR-0034
BAL-0001826,MESA-058,V002770,candidato_A,valido,valido,valido,USR-0028
BAL-0001827,MESA-034,V002460,candidato_B,valido,valido,valido,USR-0028
BAL-0001828,MESA-025,V001313,multiple_marca,nulo,nulo,nulo,USR-0029
BAL-0001829,MESA-029,V002372,candidato_B,valido,invalido,valido,USR-0031
BAL-0001830,MESA-073,V004002,candidato_A,valido,valido,valido,USR-0028
BAL-0001831,MESA-050,V000138,candidato_C,valido,valido,valido,USR-0034
BAL-0001832,MESA-029,V001462,candidato_B,valido,valido,valido,USR-0035
BAL-0001833,MESA-044,V000221,candidato_C,valido,valido,valido,USR-0030
BAL-0001834,MESA-069,V001107,candidato_A,valido,valido,valido,USR-0033
BAL-0001835,MESA-049,V001554,candidato_A,valido,valido,valido,USR-0035
BAL-0001836,MESA-052,V004293,candidato_A,valido,valido,valido,USR-0030
BAL-0001837,MESA-061,V004799,candidato_B,valido,valido,valido,USR-0028
BAL-0001838,MESA-001,V001427,candidato_B,valido,valido,valido,USR-0035
BAL-0001839,MESA-064,V000131,candidato_C,valido,valido,valido,USR-0032
BAL-0001840,MESA-058,V001215,marca_ambigua,nulo,nulo,nulo,USR-0029
BAL-0001841,MESA-041,V004435,candidato_C,valido,invalido,valido,USR-0031
BAL-0001842,MESA-032,V001624,candidato_A,valido,valido,valido,USR-0030
BAL-0001843,MESA-064,V003967,candidato_A,valido,invalido,valido,USR-0030
BAL-0001844,MESA-003,V001677,candidato_C,valido,valido,valido,USR-0031
BAL-0001845,MESA-030,V000496,candidato_A,valido,valido,valido,USR-0035
BAL-0001846,MESA-039,V000334,candidato_B,valido,valido,valido,USR-0029
BAL-0001847,MESA-024,V002068,candidato_C,valido,valido,valido,USR-0033
BAL-0001848,MESA-043,V004147,candidato_A,valido,valido,valido,USR-0028
BAL-0001849,MESA-006,V000004,candidato_C,valido,valido,valido,USR-0034
BAL-0001850,MESA-052,V000590,candidato_B,valido,valido,valido,USR-0028
BAL-0001851,MESA-071,V002059,candidato_C,valido,valido,valido,USR-0033
BAL-0001852,MESA-067,V000926,candidato_A,valido,valido,valido,USR-0031
BAL-0001853,MESA-001,V002051,candidato_B,valido,valido,valido,USR-0030
BAL-0001854,MESA-015,V000852,candidato_A,valido,valido,valido,USR-0033
BAL-0001855,MESA-069,V000290,candidato_B,valido,valido,valido,USR-0029
BAL-0001856,MESA-007,V001360,candidato_A,valido,valido,valido,USR-0029
BAL-0001857,MESA-016,V004258,blanco,blanco,blanco,blanco,USR-0032
BAL-0001858,MESA-077,V000840,candidato_C,valido,valido,valido,USR-0028
BAL-0001859,MESA-062,V001512,candidato_A,valido,valido,valido,USR-0035
BAL-0001860,MESA-076,V000359,candidato_A,valido,valido,valido,USR-0029
BAL-0001861,MESA-024,V002699,candidato_A,valido,valido,valido,USR-0034
BAL-0001862,MESA-033,V004135,candidato_A,valido,valido,valido,USR-0032
BAL-0001863,MESA-071,V004227,candidato_A,valido,valido,valido,USR-0032
BAL-0001864,MESA-006,V001239,candidato_A,valido,valido,valido,USR-0033
BAL-0001865,MESA-069,V000677,candidato_A,valido,valido,valido,USR-0034
BAL-0001866,MESA-014,V000738,candidato_B,valido,valido,valido,USR-0034
BAL-0001867,MESA-053,V004989,candidato_C,valido,valido,valido,USR-0031
BAL-0001868,MESA-037,V000296,candidato_A,valido,valido,valido,USR-0032
BAL-0001869,MESA-029,V002576,candidato_A,valido,valido,valido,USR-0028
BAL-0001870,MESA-051,V003600,candidato_B,valido,valido,valido,USR-0028
BAL-0001871,MESA-055,V000074,candidato_A,valido,valido,valido,USR-0035
BAL-0001872,MESA-051,V001401,candidato_B,valido,valido,valido,USR-0035
BAL-0001873,MESA-042,V001726,candidato_A,valido,valido,valido,USR-0029
BAL-0001874,MESA-042,V000360,candidato_A,valido,valido,valido,USR-0032
BAL-0001875,MESA-070,V002868,candidato_A,valido,valido,valido,USR-0033
BAL-0001876,MESA-022,V002796,candidato_B,valido,valido,valido,USR-0029
BAL-0001877,MESA-046,V001387,candidato_B,valido,valido,valido,USR-0028
BAL-0001878,MESA-044,V002417,candidato_B,valido,valido,valido,USR-0030
BAL-0001879,MESA-062,V004605,candidato_A,valido,valido,valido,USR-0032
BAL-0001880,MESA-036,V000177,candidato_B,valido,valido,valido,USR-0030
BAL-0001881,MESA-022,V003168,candidato_C,valido,valido,valido,USR-0028
BAL-0001882,MESA-037,V003647,candidato_A,valido,valido,valido,USR-0034
BAL-0001883,MESA-019,V004090,candidato_A,valido,valido,valido,USR-0033
BAL-0001884,MESA-056,V004668,candidato_B,valido,valido,valido,USR-0033
BAL-0001885,MESA-072,V000907,candidato_A,valido,valido,valido,USR-0033
BAL-0001886,MESA-012,V004342,candidato_B,valido,valido,valido,USR-0028
BAL-0001887,MESA-069,V002816,candidato_C,valido,valido,valido,USR-0034
BAL-0001888,MESA-074,V003037,candidato_B,valido,valido,valido,USR-0031
BAL-0001889,MESA-045,V000171,candidato_B,valido,valido,valido,USR-0031
BAL-0001890,MESA-052,V001662,candidato_A,valido,valido,valido,USR-0028
BAL-0001891,MESA-075,V000543,candidato_B,valido,valido,valido,USR-0034
BAL-0001892,MESA-075,V004557,candidato_A,valido,valido,valido,USR-0035
BAL-0001893,MESA-056,V002790,candidato_B,valido,invalido,valido,USR-0030
BAL-0001894,MESA-045,V001290,candidato_B,valido,valido,valido,USR-0032
BAL-0001895,MESA-030,V004901,candidato_B,valido,valido,valido,USR-0028
BAL-0001896,MESA-026,V001750,blanco,blanco,blanco,blanco,USR-0028
BAL-0001897,MESA-008,V003132,candidato_B,valido,valido,valido,USR-0030
BAL-0001898,MESA-029,V001642,candidato_A,valido,valido,valido,USR-0032
BAL-0001899,MESA-068,V004581,candidato_A,valido,valido,valido,USR-0031
BAL-0001900,MESA-007,V004995,candidato_A,valido,valido,valido,USR-0028
BAL-0001901,MESA-006,V002666,multiple_marca,nulo,valido,nulo,USR-0034
BAL-0001902,MESA-031,V004462,multiple_marca,nulo,nulo,nulo,USR-0035
BAL-0001903,MESA-059,V002486,candidato_A,valido,valido,valido,USR-0035
BAL-0001904,MESA-011,V003589,candidato_B,valido,valido,valido,USR-0033
BAL-0001905,MESA-066,V002105,candidato_A,valido,valido,valido,USR-0031
BAL-0001906,MESA-048,V003911,sin_marca,invalido,valido,invalido,USR-0032
BAL-0001907,MESA-044,V000799,candidato_B,valido,valido,valido,USR-0032
BAL-0001908,MESA-012,V000120,candidato_B,valido,valido,valido,USR-0031
BAL-0001909,MESA-078,V001220,candidato_C,valido,valido,valido,USR-0029
BAL-0001910,MESA-019,V002578,candidato_C,valido,valido,valido,USR-0032
BAL-0001911,MESA-058,V002067,candidato_A,valido,valido,valido,USR-0030
BAL-0001912,MESA-079,V001772,candidato_A,valido,valido,valido,USR-0034
BAL-0001913,MESA-063,V004223,candidato_B,valido,valido,valido,USR-0035
BAL-0001914,MESA-029,V000133,candidato_A,valido,valido,valido,USR-0031
BAL-0001915,MESA-004,V003088,candidato_C,valido,valido,valido,USR-0035
BAL-0001916,MESA-074,V004549,candidato_A,valido,valido,valido,USR-0034
BAL-0001917,MESA-004,V000559,candidato_C,valido,valido,valido,USR-0030
BAL-0001918,MESA-061,V004855,candidato_A,valido,valido,valido,USR-0028
BAL-0001919,MESA-049,V000964,candidato_A,valido,valido,valido,USR-0034
BAL-0001920,MESA-007,V001196,candidato_A,valido,valido,valido,USR-0032
BAL-0001921,MESA-009,V002445,candidato_A,valido,valido,valido,USR-0035
BAL-0001922,MESA-056,V003435,candidato_A,valido,valido,valido,USR-0029
BAL-0001923,MESA-078,V001605,candidato_B,valido,valido,valido,USR-0028
BAL-0001924,MESA-062,V002332,candidato_A,valido,valido,valido,USR-0034
BAL-0001925,MESA-068,V003291,candidato_B,valido,valido,valido,USR-0031
BAL-0001926,MESA-054,V002464,candidato_B,valido,valido,valido,USR-0032
BAL-0001927,MESA-035,V004690,candidato_B,valido,valido,valido,USR-0032
BAL-0001928,MESA-022,V003640,candidato_B,valido,valido,valido,USR-0031
BAL-0001929,MESA-011,V004479,candidato_A,valido,valido,valido,USR-0034
BAL-0001930,MESA-001,V003255,candidato_B,valido,valido,valido,USR-0028
BAL-0001931,MESA-044,V002297,candidato_B,valido,valido,valido,USR-0032
BAL-0001932,MESA-039,V001963,candidato_B,valido,valido,valido,USR-0033
BAL-0001933,MESA-026,V001784,candidato_A,valido,valido,valido,USR-0031
BAL-0001934,MESA-018,V002145,candidato_B,valido,valido,valido,USR-0028
BAL-0001935,MESA-051,V003218,candidato_C,valido,valido,valido,USR-0031
BAL-0001936,MESA-015,V000098,candidato_C,valido,valido,valido,USR-0034
BAL-0001937,MESA-036,V002880,sin_marca,invalido,invalido,invalido,USR-0033
BAL-0001938,MESA-059,V004112,candidato_B,valido,valido,valido,USR-0034
BAL-0001939,MESA-016,V002623,candidato_C,valido,valido,valido,USR-0031
BAL-0001940,MESA-070,V004850,candidato_C,valido,valido,valido,USR-0033
BAL-0001941,MESA-047,V004818,marca_ambigua,invalido,invalido,invalido,USR-0035
BAL-0001942,MESA-067,V001935,candidato_A,valido,valido,valido,USR-0029
BAL-0001943,MESA-002,V001871,candidato_B,valido,valido,valido,USR-0030
BAL-0001944,MESA-032,V000727,candidato_B,valido,valido,valido,USR-0034
BAL-0001945,MESA-069,V001542,blanco,blanco,blanco,blanco,USR-0032
BAL-0001946,MESA-019,V002263,candidato_A,valido,valido,valido,USR-0028
BAL-0001947,MESA-068,V004948,candidato_C,valido,valido,valido,USR-0035
BAL-0001948,MESA-025,V000178,candidato_C,valido,invalido,valido,USR-0030
BAL-0001949,MESA-040,V002802,candidato_B,valido,valido,valido,USR-0028
BAL-0001950,MESA-028,V002389,candidato_C,valido,valido,valido,USR-0033
BAL-0001951,MESA-019,V003384,candidato_C,valido,valido,valido,USR-0032
BAL-0001952,MESA-046,V001732,candidato_C,valido,invalido,valido,USR-0030
BAL-0001953,MESA-070,V000440,candidato_A,valido,valido,valido,USR-0032
BAL-0001954,MESA-054,V001438,candidato_A,valido,valido,valido,USR-0035
BAL-0001955,MESA-019,V003560,candidato_A,valido,valido,valido,USR-0035
BAL-0001956,MESA-049,V004001,candidato_B,valido,valido,valido,USR-0030
BAL-0001957,MESA-015,V000509,blanco,blanco,nulo,blanco,USR-0035
BAL-0001958,MESA-071,V003736,candidato_B,valido,valido,valido,USR-0030
BAL-0001959,MESA-003,V004835,candidato_C,valido,valido,valido,USR-0034
BAL-0001960,MESA-079,V004027,candidato_A,valido,valido,valido,USR-0028
BAL-0001961,MESA-065,V004563,candidato_A,valido,valido,valido,USR-0029
BAL-0001962,MESA-002,V001694,candidato_C,valido,valido,valido,USR-0032
BAL-0001963,MESA-019,V003859,candidato_B,valido,valido,valido,USR-0034
BAL-0001964,MESA-015,V002966,candidato_B,valido,valido,valido,USR-0035
BAL-0001965,MESA-017,V004444,candidato_A,valido,valido,valido,USR-0034
BAL-0001966,MESA-033,V004670,candidato_B,valido,valido,valido,USR-0033
BAL-0001967,MESA-067,V000395,candidato_B,valido,valido,valido,USR-0034
BAL-0001968,MESA-076,V003201,sin_marca,invalido,valido,invalido,USR-0032
BAL-0001969,MESA-010,V003303,candidato_B,valido,valido,valido,USR-0034
BAL-0001970,MESA-068,V002347,candidato_A,valido,valido,valido,USR-0030
BAL-0001971,MESA-078,V000616,multiple_marca,nulo,nulo,nulo,USR-0033
BAL-0001972,MESA-022,V002287,candidato_B,valido,valido,valido,USR-0032
BAL-0001973,MESA-030,V003359,candidato_A,valido,valido,valido,USR-0032
BAL-0001974,MESA-065,V003036,candidato_B,valido,valido,valido,USR-0029
BAL-0001975,MESA-043,V000316,candidato_B,valido,valido,valido,USR-0035
BAL-0001976,MESA-004,V000519,marca_ambigua,invalido,invalido,invalido,USR-0032
BAL-0001977,MESA-024,V003404,candidato_B,valido,valido,valido,USR-0032
BAL-0001978,MESA-068,V001014,candidato_C,valido,invalido,valido,USR-0030
BAL-0001979,MESA-007,V004334,candidato_C,valido,invalido,valido,USR-0030
BAL-0001980,MESA-048,V003181,candidato_C,valido,valido,valido,USR-0028
BAL-0001981,MESA-072,V004177,candidato_C,valido,valido,valido,USR-0035
BAL-0001982,MESA-018,V000388,candidato_A,valido,valido,valido,USR-0032
BAL-0001983,MESA-063,V004562,candidato_A,valido,valido,valido,USR-0030
BAL-0001984,MESA-034,V000076,candidato_B,valido,valido,valido,USR-0035
BAL-0001985,MESA-038,V003897,candidato_A,valido,valido,valido,USR-0033
BAL-0001986,MESA-073,V004876,candidato_B,valido,valido,valido,USR-0032
BAL-0001987,MESA-077,V002835,candidato_B,valido,valido,valido,USR-0028
BAL-0001988,MESA-007,V002350,blanco,blanco,blanco,blanco,USR-0035
BAL-0001989,MESA-066,V000301,candidato_B,valido,valido,valido,USR-0034
BAL-0001990,MESA-055,V000985,blanco,blanco,blanco,blanco,USR-0029
BAL-0001991,MESA-040,V004096,candidato_B,valido,valido,valido,USR-0035
BAL-0001992,MESA-065,V002596,candidato_B,valido,invalido,valido,USR-0030
BAL-0001993,MESA-074,V001286,multiple_marca,nulo,nulo,nulo,USR-0035
BAL-0001994,MESA-004,V000313,candidato_C,valido,valido,valido,USR-0034
BAL-0001995,MESA-034,V002221,sin_marca,invalido,invalido,invalido,USR-0031
BAL-0001996,MESA-046,V001443,candidato_A,valido,valido,valido,USR-0030
BAL-0001997,MESA-077,V003024,multiple_marca,nulo,valido,nulo,USR-0033
BAL-0001998,MESA-060,V003475,candidato_B,valido,valido,valido,USR-0028
BAL-0001999,MESA-026,V002788,candidato_A,valido,valido,valido,USR-0031
BAL-0002000,MESA-030,V002081,candidato_B,valido,valido,valido,USR-0029
BAL-0002001,MESA-055,V003707,candidato_B,valido,valido,valido,USR-0028
BAL-0002002,MESA-004,V000242,candidato_B,valido,invalido,valido,USR-0035
BAL-0002003,MESA-073,V004301,sin_marca,invalido,invalido,invalido,USR-0030
BAL-0002004,MESA-006,V003377,sin_marca,invalido,valido,invalido,USR-0029
BAL-0002005,MESA-031,V003842,candidato_A,valido,valido,valido,USR-0030
BAL-0002006,MESA-062,V003076,candidato_B,valido,valido,valido,USR-0029
BAL-0002007,MESA-074,V003602,candidato_B,valido,valido,valido,USR-0033
BAL-0002008,MESA-012,V004503,candidato_C,valido,valido,valido,USR-0029
BAL-0002009,MESA-002,V000105,candidato_A,valido,valido,valido,USR-0030
BAL-0002010,MESA-055,V003278,candidato_A,valido,valido,valido,USR-0030
BAL-0002011,MESA-049,V003770,candidato_A,valido,valido,valido,USR-0033
BAL-0002012,MESA-044,V001893,candidato_A,valido,valido,valido,USR-0028
BAL-0002013,MESA-027,V004083,candidato_A,valido,valido,valido,USR-0032
BAL-0002014,MESA-029,V003963,candidato_B,valido,valido,valido,USR-0032
BAL-0002015,MESA-060,V000454,candidato_C,valido,valido,valido,USR-0033
BAL-0002016,MESA-029,V004427,candidato_A,valido,valido,valido,USR-0034
BAL-0002017,MESA-039,V003107,candidato_A,valido,valido,valido,USR-0035
BAL-0002018,MESA-050,V004813,candidato_B,valido,valido,valido,USR-0029
BAL-0002019,MESA-058,V001357,candidato_C,valido,valido,valido,USR-0033
BAL-0002020,MESA-043,V003661,candidato_A,valido,valido,valido,USR-0031
BAL-0002021,MESA-067,V000145,candidato_A,valido,valido,valido,USR-0030
BAL-0002022,MESA-074,V001241,candidato_A,valido,valido,valido,USR-0035
BAL-0002023,MESA-041,V003023,candidato_A,valido,valido,valido,USR-0031
BAL-0002024,MESA-063,V001103,candidato_C,valido,valido,valido,USR-0033
BAL-0002025,MESA-038,V000749,candidato_B,valido,valido,valido,USR-0033
BAL-0002026,MESA-076,V000984,candidato_C,valido,valido,valido,USR-0030
BAL-0002027,MESA-003,V000925,candidato_C,valido,valido,valido,USR-0031
BAL-0002028,MESA-030,V003333,candidato_B,valido,valido,valido,USR-0032
BAL-0002029,MESA-030,V001903,candidato_B,valido,valido,valido,USR-0033
BAL-0002030,MESA-013,V004173,candidato_C,valido,invalido,valido,USR-0030
BAL-0002031,MESA-080,V001648,candidato_B,valido,valido,valido,USR-0031
BAL-0002032,MESA-018,V001777,candidato_B,valido,valido,valido,USR-0028
BAL-0002033,MESA-022,V000522,candidato_B,valido,valido,valido,USR-0034
BAL-0002034,MESA-047,V000372,candidato_A,valido,valido,valido,USR-0029
BAL-0002035,MESA-033,V000808,candidato_C,valido,valido,valido,USR-0029
BAL-0002036,MESA-052,V002691,candidato_C,valido,valido,valido,USR-0029
BAL-0002037,MESA-009,V003214,candidato_B,valido,valido,valido,USR-0033
BAL-0002038,MESA-015,V004046,candidato_A,valido,invalido,valido,USR-0030
BAL-0002039,MESA-061,V004086,candidato_B,valido,valido,valido,USR-0033
BAL-0002040,MESA-025,V002946,candidato_B,valido,valido,valido,USR-0029
BAL-0002041,MESA-026,V001522,candidato_B,valido,valido,valido,USR-0030
BAL-0002042,MESA-037,V004693,candidato_A,valido,valido,valido,USR-0035
BAL-0002043,MESA-075,V000147,candidato_A,valido,valido,valido,USR-0033
BAL-0002044,MESA-019,V004656,candidato_B,valido,valido,valido,USR-0028
BAL-0002045,MESA-023,V003149,candidato_A,valido,invalido,valido,USR-0030
BAL-0002046,MESA-070,V004884,candidato_A,valido,valido,valido,USR-0035
BAL-0002047,MESA-068,V004440,candidato_B,valido,valido,valido,USR-0035
BAL-0002048,MESA-021,V004711,candidato_A,valido,valido,valido,USR-0035
BAL-0002049,MESA-059,V001830,candidato_C,valido,valido,valido,USR-0034
BAL-0002050,MESA-025,V004235,candidato_B,valido,valido,valido,USR-0028
BAL-0002051,MESA-033,V000580,candidato_C,valido,valido,valido,USR-0033
BAL-0002052,MESA-018,V004735,sin_marca,invalido,invalido,invalido,USR-0032
BAL-0002053,MESA-014,V000236,candidato_B,valido,valido,valido,USR-0034
